3,640,2,1
3,298,2,NaN
3,262,2,NaN
3,227,3,1
3,120,1,1
3,191,1,NaN
3,120,1,1
3,262,3,1
3,284,2,0
3,640,2,1
3,191,1,NaN
3,640,2,1
3,84,1,1
3,84,1,NaN
3,191,1,NaN
3,84,1,NaN
3,227,3,1
3,262,3,NaN
3,640,2,0
3,640,3,1
3,120,1,NaN
3,262,2,NaN
3,155,1,1
3,84,1,NaN
3,84,1,1
3,284,2,1
3,191,1,NaN
3,84,1,NaN
3,640,3,1
3,262,3,NaN
3,227,3,1
3,227,2,NaN
3,298,2,NaN
3,227,2,0
3,262,2,NaN
3,155,1,1
3,640,2,1
3,155,1,1
3,120,1,NaN
3,120,1,1
3,227,2,NaN
3,120,1,1
3,155,1,NaN
3,262,3,1
3,262,3,NaN
3,155,1,1
3,262,2,NaN
3,120,1,1
3,84,1,1
3,284,2,NaN
3,191,1,1
3,284,3,NaN
3,284,2,NaN
3,298,3,1
3,191,1,1
3,120,1,NaN
3,284,2,1
3,298,3,NaN
3,640,2,0
3,284,3,1
3,298,2,NaN
3,227,2,NaN
3,262,2,1
3,191,1,NaN
3,298,3,NaN
3,640,2,1
3,227,2,NaN
3,298,2,1
3,191,1,NaN
3,84,1,NaN
3,84,1,1
3,191,1,NaN
3,284,2,NaN
3,120,1,1
3,284,2,1
3,155,1,1
3,120,1,1
3,298,3,NaN
3,191,1,NaN
3,155,1,1
3,227,2,NaN
3,640,2,1
3,298,2,NaN
3,227,3,0
3,298,2,1
3,155,1,1
3,84,1,NaN
3,155,1,NaN
3,284,3,0
3,155,1,NaN
